date_order,ord_no,ord_issue_by,site_no,art_no,order_qty,orderv_amt
2023-08-21,ORD000064,นางสาวอภิชาติ วงศ์สุนทร,4,3,46,0
2023-08-24,ORD000299,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2023-08-24,ORD000285,นางสาววรรณา พิพัฒน์วงศ์,4,8,20.7,0
2023-08-21,ORD000084,นางสาวอภิชาติ วงศ์สุนทร,4,2,46,0
2023-08-23,ORD000205,นางสาวอภิชาติ วงศ์สุนทร,4,0,69,0
2023-08-24,ORD000299,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2023-08-21,ORD000100,นางสาวอภิชาติ วงศ์สุนทร,3,6,69,0
2023-08-21,ORD000148,นางสาวอภิชาติ วงศ์สุนทร,3,9,23,0
2023-08-24,ORD000300,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2023-08-26,ORD000371,นายสมชาย แซ่ลิ้ม,2,2,23,828
2023-08-21,ORD000062,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2023-08-21,ORD000102,นางสาวอภิชาติ วงศ์สุนทร,2,6,82.8,0
2023-08-21,ORD000083,นางสาวอภิชาติ วงศ์สุนทร,1,2,23,0
2023-08-24,ORD000298,นางสาวอภิชาติ วงศ์สุนทร,1,5,8.05,0
2023-08-21,ORD000098,นางสาวอภิชาติ วงศ์สุนทร,1,6,34.5,0
2023-08-23,ORD000203,นางสาวอภิชาติ วงศ์สุนทร,1,0,55.2,0
2023-08-24,ORD000298,นางสาวอภิชาติ วงศ์สุนทร,1,0,27.6,0
2023-08-21,ORD000150,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-08-23,ORD000206,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2023-08-21,ORD000061,นางสาวอภิชาติ วงศ์สุนทร,3,3,46,0
2023-08-23,ORD000197,นางสาววรรณา พิพัฒน์วงศ์,2,0,27.6,552
2023-08-23,ORD000207,นางสาวอภิชาติ วงศ์สุนทร,0,0,27.6,0
2023-08-24,ORD000301,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2023-08-21,ORD000063,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2023-08-23,ORD000197,นางสาววรรณา พิพัฒน์วงศ์,2,5,16.1,837.2
2023-08-26,ORD000371,นายสมชาย แซ่ลิ้ม,2,0,69,1380
2023-08-21,ORD000101,นางสาวอภิชาติ วงศ์สุนทร,0,6,6.9,0
2023-08-23,ORD000197,นางสาววรรณา พิพัฒน์วงศ์,2,7,44.85,1390.35
2023-08-24,ORD000302,นางสาวอภิชาติ วงศ์สุนทร,2,5,16.1,0
2023-08-24,ORD000280,นางสาววรรณา พิพัฒน์วงศ์,0,8,20.7,0
2023-08-24,ORD000286,นางสาววรรณา พิพัฒน์วงศ์,4,8,20.7,0
2023-08-21,ORD000069,นางสาวอภิชาติ วงศ์สุนทร,4,3,46,0
2023-08-24,ORD000295,นางสาวอภิชาติ วงศ์สุนทร,4,2,46,0
2023-08-21,ORD000154,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-08-25,ORD000305,นายอาทิตย์ รุ่งเรือง,4,9,11.5,0
2023-08-21,ORD000152,นางสาวอภิชาติ วงศ์สุนทร,3,9,23,0
2023-08-21,ORD000065,นางสาวอภิชาติ วงศ์สุนทร,3,3,46,0
2023-08-25,ORD000346,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2023-08-21,ORD000103,นางสาวอภิชาติ วงศ์สุนทร,3,6,69,0
2023-08-24,ORD000273,นางสาวอภิชาติ วงศ์สุนทร,3,6,48.3,0
2023-08-24,ORD000279,นางสาววรรณา พิพัฒน์วงศ์,3,0,41.4,0
2023-08-21,ORD000066,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2023-08-21,ORD000153,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2023-08-24,ORD000274,นางสาวอภิชาติ วงศ์สุนทร,0,6,34.5,0
2023-08-24,ORD000294,นางสาวอภิชาติ วงศ์สุนทร,0,2,23,0
2023-08-27,ORD000408,นายสมชาย แซ่ลิ้ม,2,2,23,828
2023-08-27,ORD000408,นายสมชาย แซ่ลิ้ม,2,7,74.75,2317.25
2023-08-25,ORD000304,นายอาทิตย์ รุ่งเรือง,0,9,11.5,0
2023-08-25,ORD000347,นางสาวอภิชาติ วงศ์สุนทร,0,0,27.6,0
2023-08-23,ORD000198,นางสาววรรณา พิพัฒน์วงศ์,2,2,23,828
2023-08-27,ORD000408,นายสมชาย แซ่ลิ้ม,2,0,69,1380
2023-08-21,ORD000104,นางสาวอภิชาติ วงศ์สุนทร,0,6,20.7,0
2023-08-25,ORD000345,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2023-08-21,ORD000106,นางสาวอภิชาติ วงศ์สุนทร,1,6,34.5,0
2023-08-24,ORD000275,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2023-08-24,ORD000283,นางสาววรรณา พิพัฒน์วงศ์,1,0,41.4,0
2023-08-25,ORD000344,นางสาวอภิชาติ วงศ์สุนทร,1,0,55.2,0
2023-08-21,ORD000105,นางสาวอภิชาติ วงศ์สุนทร,2,6,69,0
2023-08-24,ORD000281,นางสาววรรณา พิพัฒน์วงศ์,0,8,41.4,0
2023-08-25,ORD000347,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2023-08-21,ORD000067,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2023-08-25,ORD000348,นางสาวอภิชาติ วงศ์สุนทร,2,5,16.1,0
2023-08-21,ORD000068,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2023-08-24,ORD000293,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2023-08-23,ORD000199,นางสาววรรณา พิพัฒน์วงศ์,2,7,14.95,463.45
2023-08-24,ORD000282,นางสาววรรณา พิพัฒน์วงศ์,0,8,20.7,0
2023-08-21,ORD000071,นางสาวอภิชาติ วงศ์สุนทร,0,3,46,0
2023-08-21,ORD000155,นางสาวอภิชาติ วงศ์สุนทร,3,9,23,0
2023-08-24,ORD000289,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2023-08-23,ORD000199,นางสาววรรณา พิพัฒน์วงศ์,2,2,23,828
2023-08-24,ORD000284,นางสาววรรณา พิพัฒน์วงศ์,1,0,27.6,0
2023-08-21,ORD000157,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-08-24,ORD000288,นางสาวอภิชาติ วงศ์สุนทร,1,5,8.05,0
2023-08-21,ORD000070,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2023-08-24,ORD000277,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2023-08-24,ORD000276,นางสาวอภิชาติ วงศ์สุนทร,0,6,20.7,0
2023-08-24,ORD000297,นางสาวอภิชาติ วงศ์สุนทร,0,2,23,0
2023-08-24,ORD000292,นางสาวอภิชาติ วงศ์สุนทร,2,5,16.1,0
2023-08-28,ORD000487,นายสมชาย แซ่ลิ้ม,2,7,119.6,3707.6
2023-08-24,ORD000291,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2023-08-21,ORD000156,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2023-08-24,ORD000296,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2023-08-24,ORD000290,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2023-08-28,ORD000492,นางสาววรรณา พิพัฒน์วงศ์,1,8,20.7,0
2023-08-21,ORD000159,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2023-08-28,ORD000505,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2023-08-28,ORD000491,นางสาววรรณา พิพัฒน์วงศ์,0,2,23,0
2023-08-28,ORD000506,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2023-08-29,ORD000632,นายสมชาย แซ่ลิ้ม,2,7,74.75,2317.25
2023-08-29,ORD000632,นายสมชาย แซ่ลิ้ม,2,2,23,828
2023-08-28,ORD000493,นางสาววรรณา พิพัฒน์วงศ์,4,8,20.7,0
2023-08-21,ORD000160,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-08-28,ORD000493,นางสาววรรณา พิพัฒน์วงศ์,4,2,23,0
2023-08-28,ORD000507,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-08-21,ORD000158,นางสาวอภิชาติ วงศ์สุนทร,3,9,23,0
2023-08-28,ORD000490,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2023-08-21,ORD000072,นางสาวอภิชาติ วงศ์สุนทร,3,3,46,0
2023-08-21,ORD000108,นางสาวอภิชาติ วงศ์สุนทร,0,6,6.9,0
2023-08-29,ORD000626,นางสาววรรณา พิพัฒน์วงศ์,0,8,20.7,0
2023-08-29,ORD000626,นางสาววรรณา พิพัฒน์วงศ์,0,0,27.6,0
2023-08-21,ORD000107,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2023-08-28,ORD000565,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2023-08-28,ORD000501,นางสาวอภิชาติ วงศ์สุนทร,1,0,69,0
2023-08-29,ORD000625,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2023-08-21,ORD000073,นางสาวอภิชาติ วงศ์สุนทร,3,3,46,0
2023-08-28,ORD000494,นางสาวอภิชาติ วงศ์สุนทร,3,7,89.7,0
2023-08-28,ORD000496,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2023-08-28,ORD000563,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-08-28,ORD000503,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2023-08-29,ORD000625,นางสาววรรณา พิพัฒน์วงศ์,3,5,16.1,0
2023-08-28,ORD000528,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2023-08-28,ORD000504,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2023-08-29,ORD000627,นางสาววรรณา พิพัฒน์วงศ์,1,0,55.2,0
2023-08-28,ORD000499,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2023-08-29,ORD000627,นางสาววรรณา พิพัฒน์วงศ์,1,2,23,0
2023-08-28,ORD000531,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-08-21,ORD000074,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2023-08-28,ORD000497,นางสาวอภิชาติ วงศ์สุนทร,0,3,69,0
2023-08-28,ORD000503,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2023-08-29,ORD000625,นางสาววรรณา พิพัฒน์วงศ์,3,0,27.6,0
2023-08-28,ORD000504,นางสาวอภิชาติ วงศ์สุนทร,0,0,41.4,0
2023-08-28,ORD000564,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2023-08-29,ORD000626,นางสาววรรณา พิพัฒน์วงศ์,0,2,23,0
2023-08-28,ORD000529,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2023-08-28,ORD000500,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2023-08-29,ORD000628,นางสาววรรณา พิพัฒน์วงศ์,4,8,20.7,0
2023-08-28,ORD000502,นางสาวอภิชาติ วงศ์สุนทร,4,0,41.4,0
2023-08-29,ORD000628,นางสาววรรณา พิพัฒน์วงศ์,4,0,27.6,0
2023-08-28,ORD000532,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-08-28,ORD000495,นางสาวอภิชาติ วงศ์สุนทร,4,7,44.85,0
2023-08-28,ORD000502,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2023-08-29,ORD000628,นางสาววรรณา พิพัฒน์วงศ์,4,2,23,0
2023-08-28,ORD000530,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2023-08-30,ORD000667,นายสมชาย แซ่ลิ้ม,2,0,69,1311
2023-08-21,ORD000075,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2023-08-28,ORD000498,นางสาวอภิชาติ วงศ์สุนทร,2,3,46,0
2023-08-29,ORD000621,นางสาวอภิชาติ วงศ์สุนทร,0,3,46,0
2023-08-29,ORD000630,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2023-08-28,ORD000566,นางสาวอภิชาติ วงศ์สุนทร,1,6,27.6,0
2023-08-30,ORD000665,นางสาววรรณา พิพัฒน์วงศ์,1,0,41.4,0
2023-08-28,ORD000533,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2023-08-29,ORD000604,นายอาทิตย์ รุ่งเรือง,3,9,23,0
2023-08-30,ORD000663,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2023-08-30,ORD000664,นางสาววรรณา พิพัฒน์วงศ์,0,0,27.6,0
2023-08-29,ORD000623,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2023-08-30,ORD000665,นางสาววรรณา พิพัฒน์วงศ์,1,8,20.7,0
2023-08-28,ORD000568,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2023-08-28,ORD000567,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-08-31,ORD000754,นายสมชาย แซ่ลิ้ม,2,2,23,874
2023-08-30,ORD000663,นางสาววรรณา พิพัฒน์วงศ์,3,0,13.8,0
2023-08-30,ORD000666,นางสาววรรณา พิพัฒน์วงศ์,4,0,13.8,0
2023-08-29,ORD000631,นางสาวอภิชาติ วงศ์สุนทร,4,7,29.9,0
2023-08-29,ORD000624,นางสาวอภิชาติ วงศ์สุนทร,4,3,46,0
2023-08-29,ORD000620,นางสาวอภิชาติ วงศ์สุนทร,3,3,46,0
2023-08-29,ORD000622,นางสาวอภิชาติ วงศ์สุนทร,2,3,46,0
2023-08-29,ORD000629,นางสาวอภิชาติ วงศ์สุนทร,3,7,89.7,0
2023-08-31,ORD000748,นางสาววรรณา พิพัฒน์วงศ์,4,8,20.7,0
2023-08-30,ORD000671,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2023-08-30,ORD000661,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2023-08-31,ORD000748,นางสาววรรณา พิพัฒน์วงศ์,4,0,13.8,0
2023-08-31,ORD000748,นางสาววรรณา พิพัฒน์วงศ์,4,2,23,0
2023-08-30,ORD000662,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2023-08-30,ORD000681,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2023-08-28,ORD000569,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2023-08-30,ORD000660,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2023-08-30,ORD000680,นางสาวอภิชาติ วงศ์สุนทร,1,5,8.05,0
2023-08-30,ORD000669,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2023-08-28,ORD000571,นางสาวอภิชาติ วงศ์สุนทร,0,6,27.6,0
2023-08-31,ORD000746,นางสาววรรณา พิพัฒน์วงศ์,0,2,23,0
2023-08-30,ORD000683,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2023-08-31,ORD000746,นางสาววรรณา พิพัฒน์วงศ์,0,0,27.6,0
2023-08-28,ORD000570,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-08-30,ORD000642,นายอาทิตย์ รุ่งเรือง,3,9,46,0
2023-08-30,ORD000668,นางสาวอภิชาติ วงศ์สุนทร,3,7,44.85,0
2023-08-30,ORD000682,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2023-08-31,ORD000743,นางสาววรรณา พิพัฒน์วงศ์,3,5,16.1,0
2023-09-01,ORD000869,นายสมชาย แซ่ลิ้ม,2,2,23,874
2023-08-31,ORD000743,นางสาววรรณา พิพัฒน์วงศ์,3,0,27.6,0
2023-08-31,ORD000747,นางสาววรรณา พิพัฒน์วงศ์,1,0,41.4,0
2023-08-30,ORD000670,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2023-09-01,ORD000872,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-08-28,ORD000575,นางสาวอภิชาติ วงศ์สุนทร,1,6,27.6,0
2023-08-28,ORD000534,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2023-08-31,ORD000687,นายอาทิตย์ รุ่งเรือง,3,9,11.5,0
2023-09-01,ORD000874,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2023-08-28,ORD000572,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-08-31,ORD000744,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2023-08-28,ORD000537,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-09-01,ORD000873,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-08-31,ORD000758,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2023-08-28,ORD000536,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2023-09-02,ORD000924,นายสมชาย แซ่ลิ้ม,2,0,82.8,1573.2
2023-09-02,ORD000924,นายสมชาย แซ่ลิ้ม,2,2,23,874
2023-08-31,ORD000757,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2023-08-28,ORD000573,นางสาวอภิชาติ วงศ์สุนทร,0,6,27.6,0
2023-08-31,ORD000756,นางสาวอภิชาติ วงศ์สุนทร,0,3,46,0
2023-08-28,ORD000535,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2023-08-31,ORD000749,นางสาวอภิชาติ วงศ์สุนทร,3,7,59.8,0
2023-08-31,ORD000755,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2023-09-01,ORD000876,นางสาวอภิชาติ วงศ์สุนทร,3,5,32.2,0
2023-08-28,ORD000577,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2023-09-01,ORD000875,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2023-08-30,ORD000675,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2023-08-31,ORD000759,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2023-08-31,ORD000751,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2023-08-28,ORD000539,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-08-28,ORD000578,นางสาวอภิชาติ วงศ์สุนทร,1,6,27.6,0
2023-08-28,ORD000540,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-08-30,ORD000673,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2023-08-28,ORD000538,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2023-08-28,ORD000576,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-08-30,ORD000674,นางสาวอภิชาติ วงศ์สุนทร,3,0,13.8,0
2023-08-31,ORD000762,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2023-08-30,ORD000672,นางสาวอภิชาติ วงศ์สุนทร,1,0,27.6,0
2023-08-31,ORD000761,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2023-08-31,ORD000750,นางสาวอภิชาติ วงศ์สุนทร,3,7,44.85,0
2023-08-31,ORD000760,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2023-09-03,ORD000984,นายสมชาย แซ่ลิ้ม,2,0,69,1311
2023-08-30,ORD000677,นางสาวอภิชาติ วงศ์สุนทร,4,0,13.8,0
2023-08-28,ORD000579,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-08-31,ORD000763,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2023-08-31,ORD000752,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2023-08-31,ORD000753,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2023-08-30,ORD000676,นางสาวอภิชาติ วงศ์สุนทร,1,0,41.4,0
2023-08-28,ORD000541,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2023-08-30,ORD000678,นางสาวอภิชาติ วงศ์สุนทร,3,0,13.8,0
2023-09-04,ORD001076,นายสมชาย แซ่ลิ้ม,2,5,40.25,2093
2023-08-31,ORD000745,นางสาววรรณา พิพัฒน์วงศ์,3,5,16.1,0
2023-09-04,ORD001076,นายสมชาย แซ่ลิ้ม,2,2,46,1748
2023-08-28,ORD000581,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2023-08-28,ORD000580,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2023-08-30,ORD000679,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2023-08-31,ORD000764,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2023-08-28,ORD000545,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-08-28,ORD000584,นางสาวอภิชาติ วงศ์สุนทร,1,6,27.6,0
2023-09-04,ORD001118,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-08-28,ORD000582,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-08-28,ORD000543,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2023-09-04,ORD001117,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2023-08-28,ORD000583,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2023-08-28,ORD000542,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2023-08-28,ORD000544,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2023-09-04,ORD001084,นางสาววรรณา พิพัฒน์วงศ์,4,8,20.7,0
2023-08-28,ORD000546,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-09-05,ORD001161,นายสมชาย แซ่ลิ้ม,2,2,23,874
2023-09-04,ORD001069,นางสาวอภิชาติ วงศ์สุนทร,1,6,6.9,0
2023-09-04,ORD001099,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2023-09-04,ORD001106,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2023-09-04,ORD001067,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-09-04,ORD001068,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2023-09-04,ORD001105,นางสาวอภิชาติ วงศ์สุนทร,4,3,46,0
2023-09-04,ORD001070,นางสาวอภิชาติ วงศ์สุนทร,4,6,6.9,0
2023-09-04,ORD001122,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-09-06,ORD001200,นายสมชาย แซ่ลิ้ม,2,0,124.2,2484
2023-09-06,ORD001200,นายสมชาย แซ่ลิ้ม,2,5,40.25,2093
2023-09-06,ORD001200,นายสมชาย แซ่ลิ้ม,2,7,119.6,4066.4
2023-09-04,ORD001101,นางสาวอภิชาติ วงศ์สุนทร,2,3,46,0
2023-09-06,ORD001200,นายสมชาย แซ่ลิ้ม,2,2,23,805
2023-09-04,ORD001119,นางสาวอภิชาติ วงศ์สุนทร,3,5,32.2,0
2023-09-04,ORD001095,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2023-09-04,ORD001102,นางสาวอภิชาติ วงศ์สุนทร,1,0,41.4,0
2023-09-04,ORD001104,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2023-09-04,ORD001120,นางสาวอภิชาติ วงศ์สุนทร,1,5,16.1,0
2023-09-05,ORD001154,นางสาววรรณา พิพัฒน์วงศ์,1,8,20.7,0
2023-09-04,ORD001100,นางสาวอภิชาติ วงศ์สุนทร,0,3,69,0
2023-09-04,ORD001107,นางสาวอภิชาติ วงศ์สุนทร,0,0,41.4,0
2023-09-04,ORD001096,นางสาวอภิชาติ วงศ์สุนทร,4,2,23,0
2023-09-05,ORD001155,นางสาววรรณา พิพัฒน์วงศ์,4,8,20.7,0
2023-09-04,ORD001103,นางสาวอภิชาติ วงศ์สุนทร,4,0,41.4,0
2023-09-04,ORD001121,นางสาวอภิชาติ วงศ์สุนทร,4,5,24.15,0
2023-09-04,ORD001123,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2023-09-04,ORD001071,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2023-09-05,ORD001150,นางสาวอภิชาติ วงศ์สุนทร,0,3,46,0
2023-09-05,ORD001163,นางสาวอภิชาติ วงศ์สุนทร,0,0,27.6,0
2023-09-04,ORD001109,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2023-09-05,ORD001165,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2023-09-05,ORD001167,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2023-09-05,ORD001162,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2023-09-05,ORD001162,นางสาวอภิชาติ วงศ์สุนทร,3,5,32.2,0
2023-09-04,ORD001124,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2023-09-05,ORD001151,นางสาวอภิชาติ วงศ์สุนทร,2,3,46,0
2023-09-04,ORD001110,นางสาวอภิชาติ วงศ์สุนทร,3,0,27.6,0
2023-09-05,ORD001149,นางสาวอภิชาติ วงศ์สุนทร,3,3,46,0
2023-09-05,ORD001158,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2023-09-05,ORD001162,นางสาวอภิชาติ วงศ์สุนทร,3,0,27.6,0
2023-09-04,ORD001111,นางสาวอภิชาติ วงศ์สุนทร,0,0,27.6,0
2023-09-04,ORD001072,นางสาวอภิชาติ วงศ์สุนทร,0,6,27.6,0
2023-09-05,ORD001160,นางสาวอภิชาติ วงศ์สุนทร,4,2,23,0
2023-09-04,ORD001126,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-09-05,ORD001165,นางสาวอภิชาติ วงศ์สุนทร,4,7,29.9,0
2023-09-06,ORD001201,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-09-05,ORD001152,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2023-09-04,ORD001073,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2023-09-05,ORD001153,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2023-09-04,ORD001108,นางสาวอภิชาติ วงศ์สุนทร,1,0,27.6,0
2023-09-04,ORD001125,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-09-05,ORD001159,นางสาวอภิชาติ วงศ์สุนทร,1,2,23,0
2023-09-05,ORD001164,นางสาวอภิชาติ วงศ์สุนทร,1,0,27.6,0
2023-09-04,ORD001113,นางสาวอภิชาติ วงศ์สุนทร,4,0,13.8,0
2023-09-04,ORD001127,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-09-07,ORD001327,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2023-09-06,ORD001204,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2023-09-06,ORD001187,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2023-09-04,ORD001074,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2023-09-04,ORD001112,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2023-09-07,ORD001326,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2023-09-04,ORD001075,นางสาวอภิชาติ วงศ์สุนทร,4,6,6.9,0
2023-09-06,ORD001183,นางสาววรรณา พิพัฒน์วงศ์,4,8,20.7,0
2023-09-06,ORD001203,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
